product_id,title,brand,category,color,size,actual_price,current_price,status,imageurl
RR821,TEXTURED JACQUARD POLO,rare rabbit,polo,pastel yellow,xl,3499.00,2624.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/NIELSONYELLOW__6.jpg?v=1719047279
RR821,TEXTURED JACQUARD POLO,rare rabbit,polo,pastel yellow,2xl,3499.00,2624.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/NIELSONYELLOW__6.jpg?v=1719047279
RR822,PREMIUM SILK TOUCH POLO,rare rabbit,polo,dusky maroon,xs,2599.00,1559.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/krib-2-mens-polo-dusky-maroon27624_ffe4a9fa-f9bc-496c-9ec9-afa017bafc33.jpg?v=1719483659
RR822,PREMIUM SILK TOUCH POLO,rare rabbit,polo,dusky maroon,s,2599.00,1559.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/krib-2-mens-polo-dusky-maroon27624_ffe4a9fa-f9bc-496c-9ec9-afa017bafc33.jpg?v=1719483659
RR822,PREMIUM SILK TOUCH POLO,rare rabbit,polo,dusky maroon,m,2599.00,1559.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/krib-2-mens-polo-dusky-maroon27624_ffe4a9fa-f9bc-496c-9ec9-afa017bafc33.jpg?v=1719483659
RR822,PREMIUM SILK TOUCH POLO,rare rabbit,polo,dusky maroon,l,2599.00,1559.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/krib-2-mens-polo-dusky-maroon27624_ffe4a9fa-f9bc-496c-9ec9-afa017bafc33.jpg?v=1719483659
RR822,PREMIUM SILK TOUCH POLO,rare rabbit,polo,dusky maroon,xl,2599.00,1559.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/krib-2-mens-polo-dusky-maroon27624_ffe4a9fa-f9bc-496c-9ec9-afa017bafc33.jpg?v=1719483659
RR822,PREMIUM SILK TOUCH POLO,rare rabbit,polo,dusky maroon,2xl,2599.00,1559.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/krib-2-mens-polo-dusky-maroon27624_ffe4a9fa-f9bc-496c-9ec9-afa017bafc33.jpg?v=1719483659
RR823,CLASSIC PLAIN POLO,rare rabbit,polo,red,xs,3299.00,3299.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/BRILLIORED.jpg?v=1719916132
RR823,CLASSIC PLAIN POLO,rare rabbit,polo,red,s,3299.00,3299.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/BRILLIORED.jpg?v=1719916132
RR823,CLASSIC PLAIN POLO,rare rabbit,polo,red,m,3299.00,3299.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/BRILLIORED.jpg?v=1719916132
RR823,CLASSIC PLAIN POLO,rare rabbit,polo,red,l,3299.00,3299.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/BRILLIORED.jpg?v=1719916132
RR823,CLASSIC PLAIN POLO,rare rabbit,polo,red,xl,3299.00,3299.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/BRILLIORED.jpg?v=1719916132
RR823,CLASSIC PLAIN POLO,rare rabbit,polo,red,2xl,3299.00,3299.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/BRILLIORED.jpg?v=1719916132
RR823,CLASSIC PLAIN POLO,rare rabbit,polo,red,3xl,3299.00,3299.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/BRILLIORED.jpg?v=1719916132
RR824,MONOGRAM PRINT POLO,rare rabbit,polo,navy,xs,2799.00,1959.00,AVAILABLE,https://cdn.shopify.com/s/files/1/0752/6435/files/OGARAM-NAVY5832HERO.jpg?v=1694527920
