product_id,title,brand,category,color,size,actual_price,current_price,status
MT21,Midnight Navy 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,midnight-navy,5XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,XS,"₹1,800","₹1,800",AVAILABLE
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,S,"₹1,800","₹1,800",OUT_OF_STOCK
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,M,"₹1,800","₹1,800",AVAILABLE
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,L,"₹1,800","₹1,800",OUT_OF_STOCK
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,XL,"₹1,800","₹1,800",OUT_OF_STOCK
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,2XL,"₹1,800","₹1,800",AVAILABLE
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,3XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,4XL,"₹2,300","₹2,300",AVAILABLE
MT22,Classic Black 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,classic-black,5XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,XS,"₹1,800","₹1,800",AVAILABLE
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,S,"₹1,800","₹1,800",AVAILABLE
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,M,"₹1,800","₹1,800",AVAILABLE
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,L,"₹1,800","₹1,800",AVAILABLE
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,XL,"₹1,800","₹1,800",AVAILABLE
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,2XL,"₹1,800","₹1,800",AVAILABLE
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,3XL,"₹2,300","₹2,300",AVAILABLE
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,4XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT23,Sergeant Maroon 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sergeant-maroon,5XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,XS,"₹1,800","₹1,800",OUT_OF_STOCK
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,S,"₹1,800","₹1,800",AVAILABLE
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,M,"₹1,800","₹1,800",AVAILABLE
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,L,"₹1,800","₹1,800",AVAILABLE
